  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:06:40     12.96     96.58     60.76     48.86
14:06:41     13.99     95.90     60.59     48.75
14:06:42     12.78     95.30     60.14     48.40
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:06:43     13.26     95.48     60.46     48.66
14:06:44     13.46     96.50     60.47     48.63
14:06:45     13.95     94.25     59.45     47.70
14:06:46     12.63     96.11     60.05     48.29
14:06:47     12.71     95.59     60.05     48.29
14:06:48     13.24     95.64     60.43     48.75
14:06:49     13.32     96.29     60.32     48.52
14:06:50     13.14     96.08     60.47     48.52
14:06:51     14.55     96.04     60.48     48.77
14:06:52     12.68     96.42     60.61     48.63
14:06:53     15.61     94.55     59.40     47.79
14:06:54     12.92     95.08     59.69     48.13
14:06:55     14.46     95.59     59.95     48.09
14:06:56     15.16     96.42     60.21     48.52
14:06:57     13.75     92.59     58.03     46.54
14:06:58     12.78     92.66     58.01     46.78
14:06:59     13.01     92.91     58.19     46.78
14:07:00     14.03     93.20     58.32     46.89
14:07:01     12.73     93.88     58.74     47.24
14:07:02     12.71     92.76     58.45     46.89
14:07:03     12.01     92.90     58.32     47.04
14:07:04     12.10     93.26     58.53     46.97
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:07:05     13.93     93.86     58.61     47.24
14:07:06     12.06     93.64     58.61     47.12
14:07:07     14.24     93.19     58.59     47.12
14:07:08     15.41     95.47     60.58     48.63
14:07:09     15.30     95.99     60.59     48.75
14:07:10     16.16     94.54     59.59     47.94
14:07:11     16.25     96.68     61.03     49.10
14:07:12     15.72     95.19     59.87     48.17
14:07:13     14.94     93.19     58.34     47.04
14:07:14     14.34     94.11     59.24     47.67
14:07:15     13.03     93.37     58.59     47.01
14:07:16     13.40     93.56     58.61     47.24
14:07:17     14.45     93.19     58.59     47.01
14:07:18     12.89     93.33     58.32     46.89
14:07:19     13.70     94.24     58.61     47.12
14:07:20     13.37     93.20     58.45     47.01
14:07:21     12.70     93.49     59.39     47.94
14:07:22     14.31     92.66     58.70     47.24
14:07:23     10.83     91.29     57.59     46.34
14:07:24     12.69     91.53     57.60     46.34
14:07:25     13.73     92.26     58.01     46.54
14:07:26     14.62     94.39     59.72     48.05
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:07:27     14.39     93.26     58.16     46.89
14:07:28     12.52     92.74     58.46     47.03
14:07:29     13.11     92.39     58.30     46.89
14:07:30     12.50     93.14     58.32     46.89
14:07:31     14.06     93.23     58.45     47.01
14:07:32     14.03     93.47     58.72     47.24
14:07:33     14.33     95.31     58.56     47.15
14:07:34     13.78     94.07     58.72     47.24
14:07:35     12.69     92.62     58.24     46.86
14:07:36     14.72     95.01     59.61     47.94
14:07:37     12.66     94.54     59.72     48.05
14:07:38     14.02     94.81     59.45     47.82
14:07:39     15.11     93.44     59.01     47.47
14:07:40     13.32     95.42     59.90     48.17
14:07:41     13.63     94.36     59.96     48.28
14:07:42     12.97     94.60     59.85     48.17
14:07:43     13.55     93.81     59.32     47.73
14:07:44     13.57     94.77     59.45     47.82
14:07:45     14.82     93.72     59.44     47.73
14:07:46     13.98     94.34     59.16     47.70
14:07:47     11.92     93.91     58.74     47.24
14:07:48     11.97     93.35     58.61     47.12
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:07:49     12.61     93.36     58.59     47.12
14:07:50     12.88     93.49     58.61     47.12
14:07:51     14.44     96.24     59.03     47.47
14:07:52     12.47     94.12     58.74     47.24
14:07:53     13.77     93.64     58.82     47.32
14:07:54     12.69     93.08     58.16     46.78
14:07:55     13.33     93.32     58.69     47.20
14:07:56     13.42     93.50     58.59     47.12
14:07:57     14.91     95.61     58.87     47.36
14:07:58     13.72     94.41     59.16     47.47
14:07:59     13.42     93.19     58.19     46.89
14:08:00     12.93     92.57     58.16     46.78
14:08:01     14.70     93.62     58.61     47.12
14:08:02     13.16     93.91     58.74     47.24
14:08:03     13.37     93.16     58.48     47.04
14:08:04     12.86     93.22     58.61     47.01
14:08:05     14.46     93.52     58.53     47.20
14:08:06     13.10     94.11     59.19     47.47
14:08:07     14.96     94.26     59.03     47.47
14:08:08     14.04     93.95     58.88     47.47
14:08:09     15.22     94.27     59.32     47.59
14:08:10     13.86     89.58     58.05     46.66
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:08:11     15.02     94.94     59.45     47.94
14:08:12     13.09     94.57     59.32     47.70
14:08:13     13.78     93.61     58.77     47.27
14:08:14     13.86     94.06     59.03     47.47
14:08:15     14.50     93.67     59.02     47.50
14:08:16     12.27     93.35     58.74     47.12
14:08:17     14.05     92.73     57.90     46.66
14:08:18     13.04     93.03     58.32     46.78
14:08:19     13.24     92.86     58.16     46.89
14:08:20     12.15     93.46     58.45     47.01
14:08:21     12.35     93.16     58.32     46.89
14:08:22     13.62     92.74     58.30     46.89
14:08:23     13.61     93.36     58.56     47.09
14:08:24     14.13     93.05     58.30     46.89
14:08:25     12.92     93.44     58.56     47.09
14:08:26     13.04     91.83     57.85     46.54
14:08:27     12.28     93.04     58.30     46.89
14:08:28     12.37     92.77     58.19     46.66
14:08:29     13.29     92.37     58.01     46.66
14:08:30     13.99     92.75     58.03     46.78
14:08:31     14.43     93.02     58.30     46.89
14:08:32     14.81     92.92     58.32     46.78
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:08:33     10.96     93.20     58.48     47.15
14:08:34     14.12     93.22     58.59     47.01
14:08:35     13.06     93.08     58.31     46.97
14:08:36     14.60     93.34     58.47     47.01
14:08:37     12.21     93.25     58.32     46.89
14:08:38     15.19     93.21     58.45     47.01
14:08:39     13.56     92.57     58.28     46.89
14:08:40     12.75     93.35     58.47     47.01
14:08:41     14.19     92.25     58.41     47.01
14:08:42     14.17     93.53     58.61     47.01
14:08:43     13.93     92.40     58.17     46.92
14:08:44     13.71     93.14     58.59     47.12
14:08:45     13.07     93.92     58.82     47.32
14:08:46     13.81     92.89     58.32     46.78
14:08:47     12.47     93.71     58.32     47.01
14:08:48     13.23     93.18     58.59     47.12
14:08:49     13.10     92.77     58.30     46.89
14:08:50     12.52     91.10     57.30     46.08
14:08:51     14.26     93.47     58.46     47.01
14:08:52     13.59     93.72     58.61     47.12
14:08:53     15.41     93.23     58.88     47.39
14:08:54     11.81     93.32     58.74     47.12
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:08:55     14.99     93.72     58.55     47.09
14:08:56     13.28     96.34     59.45     47.82
14:08:57     14.29     94.31     58.93     47.40
14:08:58     12.15     92.55     58.68     47.24
14:08:59     13.27     93.15     58.32     47.01
14:09:00     13.92     92.74     58.16     46.66
14:09:01     13.86     93.06     58.19     46.78
14:09:02     12.16     93.20     58.16     46.89
14:09:03     13.21     92.79     58.25     46.86
14:09:04     14.04     92.30     57.74     46.43
14:09:05     14.40     91.51     57.60     46.23
14:09:06     14.26     92.52     57.88     46.66
14:09:07     14.99     93.25     58.59     47.12
14:09:08     13.69     93.83     59.16     47.47
14:09:09     13.72     94.10     58.76     47.36
14:09:10     13.62     95.03     59.47     47.82
14:09:11     12.76     95.84     60.05     48.29
14:09:12     13.69     94.75     59.59     47.82
14:09:13     13.78     94.37     59.27     47.85
14:09:14     14.22     93.49     58.63     47.16
14:09:15     16.59     95.94     59.84     48.13
14:09:17     14.48     94.80     59.61     47.94
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:09:18     12.94     94.19     58.90     47.36
14:09:19     13.45     95.78     60.19     48.28
14:09:20     14.42     95.65     59.76     48.17
14:09:21     13.65     95.81     60.16     48.40
14:09:22     15.08     88.33     59.98     48.52
14:09:23     14.53     95.78     60.03     48.28
14:09:24     14.68     95.38     59.79     48.08
14:09:25     15.68     96.97     59.59     47.94
14:09:26     13.42     94.39     59.60     47.85
14:09:27     13.26     84.77     53.76     43.29
14:09:28     15.31     94.16     59.16     47.59
14:09:29     12.99     92.74     58.19     46.66
14:09:30     14.86     93.77     58.74     47.24
14:09:31     13.89     93.73     58.61     47.12
14:09:32     13.62     93.34     58.47     47.01
14:09:33     14.27     93.21     58.30     47.01
14:09:34     13.86     93.32     58.63     47.15
14:09:35     13.21     93.39     58.74     47.12
14:09:36     14.30     92.35     57.82     46.62
14:09:37     14.47     91.37     57.16     45.96
14:09:38     12.03     92.43     57.88     46.43
14:09:39     12.85     93.00     58.32     46.89
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:09:40     12.65     92.66     58.43     47.01
14:09:41     11.86     93.42     58.32     47.01
14:09:42     13.64     92.05     58.28     46.89
14:09:43     13.03     92.91     58.30     46.78
14:09:44     12.86     93.13     58.48     47.04
14:09:45     13.70     93.53     58.61     47.12
14:09:46     13.44     93.57     58.60     47.27
14:09:47     12.82     93.23     58.47     47.01
14:09:48     13.68     92.59     58.14     46.78
14:09:49     12.81     93.22     58.47     46.89
14:09:50     13.20     94.90     60.12     48.40
14:09:51     14.33     96.11     60.21     48.40
14:09:52     14.20     96.13     60.19     48.40
14:09:53     12.97     94.43     59.16     47.70
14:09:54     13.23     93.34     58.90     47.39
14:09:55     12.66     93.62     58.87     47.24
14:09:56     14.00     93.24     58.53     47.09
14:09:57     15.33     93.05     58.16     46.89
14:09:58     13.74     92.69     58.45     46.89
14:09:59     13.96     94.09     58.87     47.47
14:10:00     14.62     93.86     59.16     47.59
14:10:01     14.32     94.17     58.90     47.36
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:10:02     12.87     93.64     59.28     47.70
14:10:03     13.06     95.50     59.90     48.17
14:10:04     14.04     94.58     59.35     47.74
14:10:05     13.19     96.13     60.59     48.75
14:10:06     14.51     95.58     60.73     48.78
14:10:07     14.51     94.54     59.56     48.05
14:10:08     14.44     95.07     59.76     47.94
14:10:09     14.00     93.35     58.32     47.01
14:10:10     12.76     93.23     58.32     46.89
14:10:11     13.10     93.00     58.16     46.78
14:10:12     13.20     92.89     58.32     46.89
14:10:13     13.83     93.04     58.16     46.78
14:10:14     13.41     94.45     59.28     47.63
14:10:15     12.59     91.94     57.61     46.31
14:10:16     13.59     93.04     58.25     46.97
14:10:17     14.13     93.04     58.45     47.01
14:10:18     13.70     92.79     58.16     46.66
14:10:19     12.31     92.48     58.01     46.78
14:10:20     13.24     92.91     58.32     46.78
14:10:21     13.44     93.89     58.74     47.36
14:10:22     12.99     91.58     57.59     46.31
14:10:23     13.47     92.89     58.32     46.78
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:10:24     12.76     92.29     57.96     46.62
14:10:25     13.31     93.03     58.32     46.89
14:10:26     13.48     93.68     59.15     47.62
14:10:27     13.94     92.93     58.72     47.24
14:10:28     15.23     93.33     58.32     47.01
14:10:29     12.83     93.02     58.18     46.78
14:10:30     13.33     92.60     58.16     46.66
14:10:31     13.69     93.31     58.72     47.24
14:10:32     13.90     93.01     58.16     46.89
14:10:33     13.50     92.62     58.03     46.66
14:10:34     13.49     92.95     58.61     47.15
14:10:35     13.13     91.82     57.85     46.43
14:10:36     12.64     93.53     58.82     47.32
14:10:37     12.48     93.20     58.70     47.36
14:10:38     12.31     93.37     58.47     47.01
14:10:39     14.68     93.16     58.45     47.01
14:10:40     13.28     94.10     59.43     47.70
14:10:41     13.10     94.50     58.90     47.47
14:10:42     12.97     94.51     59.18     47.59
14:10:43     13.75     94.59     59.32     47.70
14:10:44     14.02     94.53     59.40     47.85
14:10:45     13.73     94.01     59.03     47.47
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:10:46     13.28     94.47     59.33     47.67
14:10:47     14.44     93.86     59.57     47.94
14:10:48     11.86     93.51     58.61     47.01
14:10:49     13.06     92.72     57.87     46.66
14:10:50     13.33     92.45     58.03     46.54
14:10:51     13.85     92.98     58.32     46.89
14:10:52     12.25     93.62     58.45     47.12
14:10:53     12.14     93.35     58.47     47.01
14:10:54     15.47     95.00     58.24     46.86
14:10:55     12.60     92.71     57.61     46.31
14:10:56     12.73     93.06     58.25     46.86
14:10:57     13.17     94.51     59.19     47.59
14:10:58     13.42     93.77     58.76     47.24
14:10:59     13.34     93.83     58.74     47.24
14:11:00     13.54     93.02     58.32     46.78
14:11:01     13.52     93.27     58.32     47.01
14:11:02     13.44     93.49     58.61     47.01
14:11:03     13.30     93.54     58.45     47.12
14:11:04     12.55     93.72     58.77     47.27
14:11:05     12.69     93.38     58.61     47.01
14:11:06     13.59     93.63     58.62     47.27
14:11:07     13.13     85.67     53.70     43.06
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:11:08     13.73     93.15     58.18     46.89
14:11:09     13.48     93.93     58.74     47.24
14:11:10     13.47     94.06     59.05     47.36
14:11:11     13.37     94.10     58.74     47.36
14:11:12     11.77     94.07     58.90     47.36
14:11:13     14.02     93.19     58.32     46.89
14:11:14     12.75     93.16     58.48     47.04
14:11:15     14.29     92.24     58.03     46.54
14:11:16     12.58     93.06     58.16     46.89
14:11:17     12.56     94.00     58.98     47.32
14:11:18     12.99     93.49     58.59     47.24
14:11:19     12.38     93.78     59.16     47.59
14:11:20     13.05     94.02     59.14     47.59
14:11:21     13.72     93.83     59.16     47.47
14:11:22     14.03     94.56     59.19     47.59
14:11:23     13.50     93.49     58.85     47.47
14:11:24     12.56     93.82     58.98     47.44
14:11:25     14.14     92.86     58.30     46.89
14:11:26     13.30     93.60     59.14     47.47
14:11:27     14.22     93.69     59.91     48.20
14:11:28     12.65     93.84     58.88     47.47
14:11:29     13.14     93.19     58.45     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:11:30     12.34     92.98     58.30     46.89
14:11:31     11.00     93.34     58.47     47.01
14:11:32     12.58     93.18     58.45     47.01
14:11:33     12.77     93.50     58.45     47.01
14:11:34     13.78     93.38     58.63     47.15
14:11:35     13.21     92.15     57.72     46.43
14:11:36     13.22     92.21     58.01     46.66
14:11:37     12.46     93.66     58.98     47.32
14:11:38     13.10     93.36     58.32     47.01
14:11:39     13.72     93.03     58.59     47.01
14:11:40     15.10     94.75     59.59     48.05
14:11:41     13.65     94.42     59.56     47.94
14:11:42     14.69     94.71     59.74     48.05
14:11:43     12.86     94.41     59.03     47.47
14:11:44     14.85     94.32     59.48     47.85
14:11:45     13.30     93.66     58.87     47.24
14:11:46     14.02     93.42     58.72     47.36
14:11:47     13.62     94.88     59.42     47.78
14:11:48     15.02     94.84     59.32     47.70
14:11:49     14.63     93.36     59.28     47.70
14:11:50     13.38     94.41     59.43     47.82
14:11:51     13.79     94.53     59.45     47.82
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:11:52     14.43     95.10     59.63     47.94
14:11:53     13.62     94.39     59.70     48.05
14:11:54     16.56     94.92     60.30     48.55
14:11:55     13.36     95.12     59.76     47.94
14:11:56     14.89     93.91     58.80     47.40
14:11:57     13.37     94.56     59.94     48.25
14:11:58     15.10     95.05     59.61     47.94
14:11:59     14.49     93.66     59.14     47.47
14:12:00     13.43     92.63     57.90     46.54
14:12:01     13.34     92.89     58.03     46.78
14:12:02     13.38     92.65     58.03     46.66
14:12:03     13.30     93.11     58.16     46.78
14:12:04     13.11     93.20     58.48     47.04
14:12:05     11.79     93.06     58.45     47.01
14:12:06     13.88     94.15     59.05     47.36
14:12:07     12.11     92.49     58.02     46.69
14:12:08     15.33     92.55     57.74     46.54
14:12:09     13.64     92.82     58.03     46.66
14:12:10     14.47     93.37     58.74     47.12
14:12:11     12.17     94.33     59.19     47.59
14:12:12     12.14     93.33     58.72     47.24
14:12:13     13.13     93.17     58.45     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:12:14     12.11     93.03     58.31     47.04
14:12:15     13.23     92.00     57.74     46.43
14:12:16     14.86     93.64     58.30     46.89
14:12:17     24.83     96.06     59.31     47.55
14:12:18     14.13     92.79     58.16     46.89
14:12:19     12.39     92.09     57.85     46.54
14:12:20     13.71     92.35     57.90     46.54
14:12:21     12.99     93.86     58.88     47.36
14:12:22     13.68     94.12     59.03     47.47
14:12:23     13.06     94.29     59.18     47.47
14:12:24     13.21     93.27     58.54     47.27
14:12:25     15.81     91.80     57.45     46.20
14:12:26     13.28     93.79     58.87     47.24
14:12:27     16.18     94.70     58.17     46.92
14:12:28     14.39     93.69     58.45     46.89
14:12:29     13.00     93.78     59.30     47.70
14:12:30     14.80     94.27     59.30     47.70
14:12:31     15.19     94.63     59.32     47.70
14:12:32     14.51     93.96     58.76     47.24
14:12:33     12.94     94.26     58.90     47.47
14:12:34     13.85     93.73     58.90     47.27
14:12:35     13.18     92.92     58.19     46.78
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:12:36     14.53     93.55     58.58     47.24
14:12:37     16.26     93.32     58.46     47.04
14:12:38     13.63     92.29     58.14     46.78
14:12:39     14.36     93.23     58.59     47.12
14:12:40     13.81     93.12     58.45     47.01
14:12:41     14.15     94.32     59.19     47.47
14:12:42     15.01     95.01     59.61     47.94
14:12:43     13.17     94.83     59.18     47.70
14:12:44     15.40     94.73     59.77     47.97
14:12:45     13.79     93.64     59.28     47.82
14:12:46     13.65     95.87     60.03     48.28
14:12:47     13.04     94.97     59.75     48.08
14:12:48     14.12     94.29     59.32     47.70
14:12:49     12.67     94.13     60.23     48.52
14:12:50     13.85     91.80     60.66     48.98
14:12:51     14.05     93.66     59.81     48.17
14:12:52     13.22     91.82     57.74     46.31
14:12:53     11.29     93.29     58.32     47.01
14:12:54     13.61     93.24     58.45     46.89
14:12:55     13.12     92.11     57.67     46.51
14:12:56     13.04     92.76     58.19     46.66
14:12:57     12.97     93.76     58.69     47.32
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:12:58     13.47     93.53     58.61     47.01
14:12:59     12.61     94.23     58.90     47.47
14:13:00     13.10     92.29     58.01     46.54
14:13:01     13.20     93.40     58.32     47.01
14:13:02     12.99     93.67     58.61     47.12
14:13:03     13.28     93.27     58.47     46.89
14:13:04     13.20     93.24     58.32     46.89
14:13:05     12.16     93.34     58.48     47.15
14:13:06     14.62     92.99     58.30     46.89
14:13:07     12.71     93.13     58.46     46.97
14:13:08     14.57     92.72     58.19     46.66
14:13:09     12.82     92.89     58.30     46.89
14:13:10     13.91     93.52     58.48     47.01
14:13:11     13.44     93.31     58.32     47.01
14:13:12     13.76     93.59     58.61     47.12
14:13:13     14.54     92.72     58.03     46.66
14:13:14     13.27     93.27     58.45     46.89
14:13:15     13.28     92.59     58.03     46.80
14:13:16     12.99     91.98     58.28     46.89
14:13:17     12.42     92.74     58.51     47.09
14:13:18     14.52     92.90     58.19     46.78
14:13:19     13.55     92.85     58.16     46.78
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:13:20     14.48     92.55     57.88     46.54
14:13:21     13.36     92.89     58.32     46.89
14:13:22     13.79     93.71     58.74     47.12
14:13:23     12.93     93.93     58.74     47.36
14:13:24     13.99     92.92     58.59     47.12
14:13:25     14.90     92.66     58.25     46.92
14:13:26     12.17     94.19     59.16     47.47
14:13:27     15.18     93.21     58.40     46.97
14:13:28     13.60     93.36     58.32     47.01
14:13:29     13.00     93.42     58.61     47.12
14:13:30     15.23     93.65     58.61     47.12
14:13:31     13.37     94.12     58.90     47.36
14:13:32     14.12     94.73     59.61     47.82
14:13:33     13.61     93.80     59.28     47.70
14:13:34     12.69     94.09     59.43     47.82
14:13:35     14.40     94.62     59.48     47.97
14:13:36     14.00     94.06     59.17     47.59
14:13:37     13.42     93.67     59.09     47.55
14:13:38     13.28     93.31     59.01     47.47
14:13:39     12.72     94.06     59.03     47.47
14:13:40     13.37     93.46     58.99     47.47
14:13:41     13.05     94.12     59.03     47.47
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:13:42     14.27     94.55     59.34     47.59
14:13:43     13.00     94.00     59.41     47.94
14:13:44     14.69     94.72     59.74     47.94
14:13:45     13.04     94.57     59.65     48.20
14:13:46     15.14     94.40     59.32     47.70
14:13:47     13.31     95.07     59.80     48.13
14:13:48     13.81     94.68     60.14     48.28
14:13:49     14.18     94.68     59.59     48.05
14:13:50     14.24     95.36     59.89     48.05
14:13:51     12.70     93.17     58.59     47.12
14:13:52     13.28     93.03     58.16     46.89
14:13:53     13.30     91.92     57.74     46.31
14:13:54     16.36     94.70     58.16     46.77
14:13:55     13.48     94.10     58.53     47.21
14:13:56     12.58     93.66     58.74     47.24
14:13:57     12.58     91.41     57.53     46.28
14:13:58     14.55     93.71     58.74     47.24
14:13:59     13.14     94.10     58.90     47.36
14:14:00     11.73     94.91     59.32     47.70
14:14:01     14.22     93.74     58.74     47.24
14:14:02     13.36     93.83     59.03     47.36
14:14:03     15.26     93.63     58.74     47.24
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:14:04     15.08     93.02     58.03     46.78
14:14:05     14.74     92.76     58.19     46.80
14:14:06     15.04     94.10     58.90     47.36
14:14:07     14.02     93.62     58.82     47.32
14:14:08     13.19     92.86     58.32     46.89
14:14:09     14.29     94.40     59.30     47.70
14:14:10     15.66     94.32     59.19     47.59
14:14:11     15.39     93.07     58.32     46.77
14:14:12     13.10     93.32     58.45     47.12
14:14:13     13.26     92.69     58.31     46.90
14:14:14     12.40     91.81     57.85     46.54
14:14:15     13.77     92.56     58.17     46.81
14:14:16     12.99     91.74     57.99     46.66
14:14:17     13.50     92.91     58.27     46.86
14:14:18     13.95     92.82     58.03     46.66
14:14:19     13.37     93.00     58.72     47.12
14:14:20     12.78     91.35     58.88     47.59
14:14:21     13.73     93.20     58.72     47.24
14:14:22     13.07     93.35     58.47     47.01
14:14:23     13.61     93.54     58.46     47.02
14:14:24     11.94     93.40     58.61     47.01
14:14:25     14.94     92.09     57.69     46.39
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:14:26     12.21     92.73     57.88     46.66
14:14:27     13.46     90.61     56.82     45.70
14:14:28     13.06     94.40     59.03     47.47
14:14:29     13.66     95.18     59.63     47.94
14:14:30     14.04     94.03     58.88     47.36
14:14:31     12.25     92.92     58.45     46.89
14:14:32     12.75     93.47     58.32     47.01
14:14:33     13.21     93.23     58.32     46.89
14:14:34     13.64     92.69     58.03     46.66
14:14:35     12.64     92.79     58.34     46.81
14:14:36     12.09     92.21     57.85     46.66
14:14:37     12.91     92.41     58.11     46.62
14:14:38     12.41     93.10     58.45     47.01
14:14:39     13.89     93.63     58.45     47.12
14:14:40     13.62     93.08     58.32     46.78
14:14:41     12.77     93.51     58.61     47.24
14:14:42     14.57     92.75     58.43     47.01
14:14:43     12.69     93.46     58.45     47.01
14:14:44     13.98     93.12     58.47     46.89
14:14:45     13.76     93.16     58.32     47.04
14:14:46     14.65     92.44     57.90     46.54
14:14:47     13.07     93.73     58.82     47.32
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:14:48     13.69     93.32     58.32     46.89
14:14:49     12.91     92.75     58.03     46.66
14:14:50     12.73     93.66     58.74     47.24
14:14:51     13.54     93.32     58.74     47.24
14:14:52     12.51     93.97     58.74     47.24
14:14:53     12.82     93.68     58.64     47.15
14:14:54     13.67     93.81     58.90     47.36
14:14:55     12.50     93.66     59.03     47.39
14:14:56     12.84     93.50     58.32     47.01
14:14:57     12.95     92.82     58.19     46.78
14:14:58     13.36     92.78     58.25     46.86
14:14:59     12.93     93.45     58.61     47.01
14:15:00     13.53     93.18     58.45     47.01
14:15:01     14.23     93.16     58.32     46.89
14:15:02     11.94     92.66     57.88     46.66
14:15:03     13.07     92.42     57.90     46.54
14:15:04     12.71     92.76     58.16     46.78
14:15:05     13.14     93.05     58.48     47.04
14:15:06     12.30     93.03     58.32     46.78
14:15:07     14.34     93.45     58.46     47.01
14:15:08     12.66     93.64     58.56     47.21
14:15:09     13.96     93.90     58.74     47.24
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:15:10     13.44     93.32     58.45     47.01
14:15:11     13.30     92.82     58.19     46.78
14:15:12     12.50     93.20     58.45     46.89
14:15:13     12.67     93.65     58.47     47.12
14:15:14     12.65     92.45     58.28     46.78
14:15:15     15.31     92.55     58.32     47.04
14:15:16     12.07     92.18     57.72     46.43
14:15:17     15.01     93.86     58.61     47.12
14:15:18     12.78     93.17     58.40     46.97
14:15:19     13.51     93.17     58.47     46.89
14:15:20     12.85     92.84     58.20     46.93
14:15:21     15.93     95.07     58.59     47.12
14:15:22     14.49     93.69     58.32     46.90
14:15:23     13.93     92.73     58.30     46.89
14:15:24     12.92     93.20     58.32     46.89
14:15:25     14.79     93.21     58.46     47.04
14:15:26     14.19     93.38     58.48     47.01
14:15:27     14.95     92.81     58.16     46.66
14:15:28     14.94     92.84     58.18     46.81
14:15:29     13.41     93.05     58.18     46.89
14:15:30     13.49     93.68     58.61     47.12
14:15:31     13.67     93.49     58.61     47.01
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:15:32     12.75     93.80     58.61     47.24
14:15:33     12.58     93.67     58.61     47.12
14:15:34     14.68     93.72     58.61     47.12
14:15:35     12.35     92.70     59.34     47.73
14:15:36     12.65     92.74     58.03     46.66
14:15:37     14.33     93.14     58.45     46.89
14:15:38     13.14     93.67     58.55     47.20
14:15:39     12.82     93.14     58.32     46.89
14:15:40     13.26     93.50     58.45     47.01
14:15:41     13.64     93.54     58.61     47.12
14:15:42     12.79     93.66     58.61     47.12
14:15:43     13.02     93.20     58.32     46.89
14:15:44     13.10     92.40     58.03     46.66
14:15:45     14.66     92.00     58.28     46.92
14:15:46     13.67     92.85     58.45     47.01
14:15:47     12.56     92.60     58.03     46.54
14:15:48     12.85     92.73     57.96     46.74
14:15:49     13.83     92.37     58.17     46.78
14:15:50     11.93     93.03     58.43     47.01
14:15:51     13.03     92.72     58.57     47.12
14:15:52     13.81     93.62     58.61     47.12
14:15:53     14.40     93.12     58.74     47.12
  Time         enp1s0f0            enp6s0f1     
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out
14:15:54     13.61     93.36     58.45     47.01
14:15:55     14.43     92.58     57.82     46.63
14:15:56     13.16     91.37     57.17     45.97
14:15:57     13.49     92.14     58.28     46.89
14:15:58     13.42     93.04     58.40     46.86
14:15:59     13.11     93.63     58.61     47.24
14:16:00     13.51     91.72     58.16     46.78
14:16:01     14.71     92.30     57.74     46.43
14:16:02     11.72     91.94     58.28     46.89
14:16:03     13.11     93.02     58.16     46.78
14:16:04     12.41     93.37     58.61     47.01
14:16:05     14.51     94.10     58.92     47.50
14:16:06     13.50     93.26     58.45     47.01
14:16:07     13.64     94.00     58.90     47.36
14:16:08     14.99     93.23     58.62     47.04
14:16:09     13.43     93.32     58.32     47.01
14:16:10     13.73     93.61     58.87     47.36
